AMOC,AMOC_20S,MOC_30SAABW,NAO,SFWF,N_SALT,SALT_500m,ICEFRAC,PD_0m,PD_200m,Southern_Ocean_TAUX,AMOC_40N
5.953696,5.230268478393555,-10.65841,47.765625,-1.3651665971437236e-05,-7740139008.0,35.90988921133431,0.6404655013733039,1.0276607013330228,1.0284063367133445,-0.04120412,4.866675
4.650091,5.181626319885254,-10.25492,106.90625,-9.431294567052896e-06,-7489854464.0,35.911041437193404,0.59979806135622,1.0277123422157477,1.0284033755038646,-0.038629934,5.194613
6.2619987,5.676293849945068,-11.094837,-247.21875,-9.636582405991404e-06,-7058540032.0,35.9131790377989,0.6056404563411585,1.0277004334015576,1.0284124721872046,-0.042833272,5.6511555
5.8405538,4.948625087738037,-13.049098,-24.734375,-1.0612204525235678e-05,-8115856896.0,35.91677240376632,0.6152090578149606,1.027701704482722,1.0284192209548138,-0.053185087,5.7682457
5.8399606,5.57007360458374,-11.629893,41.9296875,-1.22634094812896e-05,-7001709056.0,35.915513248098605,0.6334908399160971,1.0277325905920045,1.0284258720722603,-0.05344727,7.07892
6.4081187,6.135393142700195,-9.517667,-158.703125,-1.0094548796496293e-05,-9681697792.0,35.91181218346884,0.617849674357179,1.0277130606213236,1.0284310150653757,-0.04717327,6.7240024
5.6710773,5.105859756469727,-12.00779,-128.875,-1.22751844384254e-05,-5834265088.0,35.91197515088459,0.6541332991061305,1.0277501487635017,1.0284393711292998,-0.04661172,6.226668
6.8799167,5.477376461029053,-13.335164,67.5078125,-9.77333215787862e-06,-9851509760.0,35.9112601366462,0.638936552929105,1.0277207975949698,1.0284430270499372,-0.061059017,7.181994
4.462013,5.565568447113037,-8.295499,-249.265625,-1.4024215503394728e-05,-8740526080.0,35.90893463016481,0.6516689188829332,1.0277149672430703,1.0284391626398617,-0.05239084,7.1153235
5.607409,5.582941055297852,-10.451196,-259.2421875,-8.04142323520407e-06,-7810790400.0,35.91124910655256,0.6384136698713215,1.0276735657598914,1.028438919909457,-0.045268435,7.263387
6.029491,5.610509872436523,-10.684415,30.5859375,-1.1633329308266798e-05,-9052530688.0,35.91168388346985,0.6430579964786981,1.0276561553885295,1.0284296365494423,-0.03618121,7.2322803
5.5901446,5.16607141494751,-10.463245,-55.2734375,-1.1259643658339052e-05,-7441942528.0,35.91465477364316,0.6292691397951179,1.0276925692228769,1.0284252701921666,-0.04522803,6.6920624
6.2727203,6.121070384979248,-7.7806325,-306.5859375,-1.112328836596567e-05,-7183033344.0,35.91590418064009,0.6399471715218775,1.0277411961943153,1.0284231878341512,-0.019455412,6.96981
5.9368668,4.980739593505859,-10.888996,-410.78125,-6.805124672219223e-06,-8780322816.0,35.91690298075516,0.6253836027826765,1.0276521894989945,1.0284236601058474,-0.027925005,7.476662
7.2725387,6.053603649139404,-11.048095,-166.3203125,-8.837174387070299e-06,-5125585920.0,35.91553665870844,0.6309107955779231,1.027605410513839,1.0284161240496534,-0.044090465,7.706463
6.1114755,5.588651657104492,-10.421623,-188.453125,-9.706805476926824e-06,-7087080448.0,35.91426254982172,0.6255843385752087,1.027592021275342,1.0284117581996512,-0.037306055,8.281342
6.2641664,5.920454025268555,-13.556778,34.859375,-6.99376365986916e-06,-9606329344.0,35.913419689010894,0.6119305638148944,1.0275805185480815,1.028406863009676,-0.054829136,8.078819
6.178704,5.928102493286133,-10.086152,-214.71875,-8.60061083752959e-06,-8288631808.0,35.913835362870564,0.6010324581687504,1.027575685968244,1.0283988592472482,-0.03564964,8.3094635
6.014976,5.430235385894775,-12.832376,-173.6875,-2.736108718584744e-06,-6657207808.0,35.91730533767424,0.5893694993543855,1.0275472099703502,1.0283969128385504,-0.048107386,9.896136
6.627493,5.435062885284424,-11.847626,-30.3984375,-5.897031920193193e-06,-8125165056.0,35.920219953670056,0.6112385476390045,1.0275426843786628,1.0283920026840048,-0.05880751,9.091141
6.344221,5.719751834869385,-9.589815,-557.015625,-2.6127531840028204e-06,-8964329472.0,35.92159965179995,0.6065303428064605,1.027487790439187,1.028383363815064,-0.04136365,9.194109
6.819082,5.537698268890381,-11.918434,-98.765625,-8.751803762063838e-06,-5793198080.0,35.92197827282494,0.6172165211367732,1.027513644075006,1.028377089855519,-0.046895992,8.409334
6.372654,5.3761515617370605,-13.469132,573.21875,-1.1093127677897574e-05,-7381787136.0,35.92218758831961,0.6072139314837841,1.027565223899314,1.028369407704536,-0.056952648,8.196027
6.9734654,6.091439723968506,-10.66002,156.40625,-1.5043721052087544e-05,-7601592320.0,35.92304794548094,0.6119278187810172,1.0276496003313762,1.0283610691415503,-0.04891388,8.029498
6.643393,5.256611347198486,-9.168806,-102.375,-6.831663325611518e-06,-7723441152.0,35.92858663948315,0.5989071907558051,1.027702716792502,1.0283675992742498,-0.046528913,6.6429744
5.9447303,6.069380283355713,-9.901281,-146.1015625,-1.5618619048242648e-05,-9613750272.0,35.93338002838214,0.6555268030412359,1.027861037632314,1.0283940345682996,-0.049762208,7.273039
6.7376122,5.883827686309815,-8.197448,-319.03125,-1.0798104224194524e-05,-6275134976.0,35.93588077436738,0.6637527497781169,1.0278734378213803,1.0284275864032988,-0.023078686,5.2977486
6.6336403,5.537321090698242,-11.946868,-46.359375,-7.559421220798782e-06,-8293916160.0,35.924363414754545,0.6673614780217273,1.0277935462753949,1.028442095695658,-0.04248709,5.2204294
6.281795,6.295396327972412,-12.1655,202.4453125,-4.595164956490393e-06,-10285224960.0,35.9165083222303,0.6351521270783754,1.0276919496737844,1.028440006743086,-0.04665418,4.790913
5.5358734,5.366672515869141,-12.841259,-69.953125,-6.491465134136785e-06,-7190716928.0,35.90950644047069,0.5775854086150503,1.0275988210507525,1.0284215805378365,-0.05459785,5.943182
6.3752513,5.461971759796143,-11.439418,218.171875,-1.2627231856230165e-05,-5966662656.0,35.91051773938714,0.6332013786341122,1.0277019135835694,1.0284219018956449,-0.051457033,5.9856625
5.670403,6.215436458587647,-11.419797,-316.2890625,-1.6645553570474783e-05,-8941119488.0,35.91873138388306,0.6500618402120987,1.0277486375676907,1.0284266126916763,-0.05254759,7.071066
6.322302,5.694544315338135,-9.356007,35.109375,-8.73241338187345e-06,-9122638848.0,35.92109819160876,0.6147088697513633,1.0277016998791113,1.0284271088052304,-0.046620484,7.156988
6.338304,6.014623165130615,-11.772739,-215.640625,-1.1190645898590385e-05,-8283515392.0,35.91827136293554,0.632042457881956,1.027723697627463,1.0284299685599956,-0.05406324,6.374588
5.9639797,4.775749683380127,-10.489571,-251.5703125,-1.1538672904843144e-05,-7614746112.0,35.91691921539701,0.6445982725987657,1.0277073395446064,1.0284301481348403,-0.041831568,6.192206
7.124275,6.493837833404541,-9.319695,-263.8203125,-9.360006323999852e-06,-7810912768.0,35.91528363683735,0.6487562373743762,1.0277155865498675,1.0284285644267468,-0.029987566,6.2222133
5.895769,5.683004856109619,-10.923257,-51.3984375,-1.1074800749644356e-05,-6377744896.0,35.91184723531245,0.6316565528425903,1.027658577372388,1.0284206537490197,-0.044684466,6.691116
5.9546094,5.834193706512451,-10.084202,-401.84375,-4.471206961936768e-06,-10564058112.0,35.91278891353952,0.6164958689817771,1.0275967419147491,1.0284176217748764,-0.04613278,7.4828587
6.1705413,5.287011623382568,-11.426376,-188.3203125,-9.846898788064646e-06,-5079964160.0,35.915318994251024,0.6404707130010744,1.0276131227733645,1.0284149512331535,-0.042079076,7.981361
5.598287,5.659877777099609,-11.348694,211.90625,-8.876350393119245e-06,-7594021888.0,35.9178739049946,0.6292476555463509,1.0276191006831037,1.0284113932163157,-0.045864787,6.4267464
5.8270125,5.973793029785156,-10.176467,-6.578125,-1.4126777396678228e-05,-7387574784.0,35.919941500483866,0.6362210016523022,1.0276338392641486,1.0284032129226848,-0.041169763,5.1781406
5.989222,5.341835021972656,-12.576279,-321.515625,-1.2083931064636992e-05,-8592471040.0,35.92404296047004,0.645711295914225,1.027689514848275,1.0284054550718753,-0.04576601,5.904281
5.7222943,4.585832595825195,-10.208507,-146.359375,-9.18198779563158e-06,-5542192128.0,35.92904529029393,0.6472762079441358,1.0277595815619802,1.0284183441324437,-0.03953592,6.318256
6.2239194,6.274223804473877,-11.03054,412.3125,-1.0177857031170164e-05,-7802793472.0,35.9348083318666,0.6536341835471831,1.0277427047248775,1.028431801846687,-0.054263845,6.301438
6.956721,6.145364284515381,-11.513822,145.4140625,-8.418810629046825e-06,-7487572992.0,35.93500123529163,0.6221203515651723,1.0276583418613527,1.028428428984703,-0.061330955,5.0190296
6.464674,6.516829013824463,-10.623361,187.125,-7.83459349298571e-06,-6655281152.0,35.93462850881178,0.6114966612476564,1.0276997956803176,1.0284234211799943,-0.04269345,5.525875
7.2064347,6.096618175506592,-10.915206,120.6953125,-1.0072398023486431e-05,-7470010368.0,35.937946763149526,0.6107649933977276,1.0277012453331211,1.0284219193965831,-0.049720272,5.3632393
5.2720284,5.351027011871338,-12.607964,-308.6875,-1.1351703575834002e-05,-10083472384.0,35.94136108477294,0.6400940858705629,1.0277480291641825,1.028425523575316,-0.044057,5.919782
6.1690726,5.936882019042969,-12.305886,-43.0390625,-8.725716692065527e-06,-9588232192.0,35.93995853788785,0.6478352578208918,1.0277445316314695,1.028430003815509,-0.057198457,6.6762214
6.343839,4.995655059814453,-9.681778,-1.9296875,-4.788139313186927e-06,-6160921088.0,35.93618506300973,0.600119848311806,1.0276015073787876,1.0284284028601138,-0.039588373,6.1112676
5.5141215,5.413301944732666,-10.919366,-534.2109375,-1.302112735300272e-05,-9222260736.0,35.9294670656978,0.6343734234894024,1.027645615300512,1.0284206623726704,-0.044754777,6.2271314
5.1512117,5.648985385894775,-9.6797085,120.5,-1.3266730158017642e-05,-7147986944.0,35.92706158857321,0.6529583370684122,1.0276531419618342,1.0284190974336989,-0.04060633,6.8869004
6.9046364,6.170684814453125,-8.950167,-221.3359375,-7.66042270591014e-06,-7454457856.0,35.92397759804738,0.6244303541364692,1.027618790302819,1.0284135899645217,-0.03910238,7.3169656
6.252544,5.15287446975708,-11.085191,90.6796875,-1.1729178735906452e-05,-6596067840.0,35.92171594585251,0.6087225487171963,1.0275892801885682,1.0284076168182048,-0.047993585,6.805076
5.8931503,6.132486343383789,-13.075516,-312.9921875,-1.6402342533936e-05,-8716983296.0,35.916990492078995,0.6276258143516316,1.027620077375474,1.0283972636182257,-0.057579942,7.553107
5.6891003,4.375547885894775,-11.099856,540.2890625,-1.012747266363386e-05,-8034642944.0,35.91947255886186,0.616811287566937,1.0276412060105704,1.0283978368373627,-0.0534854,6.9496193
6.8112683,6.67407751083374,-9.513811,-173.1796875,-9.187144386471544e-06,-6249011712.0,35.91605738952794,0.5949197433795538,1.027683090872881,1.028393878581676,-0.038023174,6.091671
6.5542965,5.934661388397217,-9.79683,56.96875,-1.1749330280765625e-05,-8090900480.0,35.91866612003139,0.6457217845139288,1.0277537046893823,1.0284061135129725,-0.038917832,6.3961625
5.22252,5.328149318695068,-10.473578,-272.765625,-7.879614214431054e-06,-9405419520.0,35.92076269539135,0.6256130876899988,1.0276910323437636,1.0284225588149212,-0.04957278,5.1984315
5.785601,5.3214945793151855,-9.909072,-57.3125,-6.790616522249662e-06,-8308412928.0,35.917735797182225,0.6201435536616676,1.0276716160095805,1.028428801577142,-0.030569216,6.717253
5.9292283,5.675642013549805,-10.581141,30.015625,-1.090476290830511e-05,-8029226496.0,35.91477725795381,0.639718590211487,1.0276622672875722,1.0284279714239404,-0.048974156,7.131141
6.007719,4.908557891845703,-12.575734,67.96875,-1.0131497818809606e-05,-10220999680.0,35.91506354753361,0.6147095759309499,1.0276196204065309,1.0284239482372366,-0.043619767,6.265131
5.204617,4.843360424041748,-11.174308,-192.171875,-1.1535081577816956e-05,-8111492608.0,35.912862910780795,0.6214985952192364,1.027643555548133,1.0284136498228031,-0.045087844,7.2062116
6.40179,6.381178379058838,-9.820157,20.8671875,-1.1645698613261695e-05,-6312480768.0,35.913384321740125,0.6493952142197182,1.0277029295277789,1.0284147105318435,-0.045934223,6.835319
6.154016,4.935644149780273,-11.245074,-311.578125,-4.625538131453777e-06,-7786832896.0,35.91162245402965,0.6166973561679091,1.0276504507878932,1.0284149111585414,-0.058723465,6.1932826
7.278805,6.292177677154541,-12.54346,-73.1640625,-1.1894214435152208e-05,-7743234048.0,35.90974658897065,0.611481895332569,1.0276729670481952,1.0284167477425108,-0.056425527,6.1102695
7.3614707,5.976771831512451,-10.673528,-7.1328125,-7.230311756298066e-06,-6217293824.0,35.910284431713805,0.6046215977991475,1.027740602570821,1.0284237549660054,-0.05407917,6.907533
5.659291,5.663721561431885,-10.921979,-213.828125,-1.0998081227115465e-05,-8198050304.0,35.90985714619166,0.6140525610971963,1.0277319846114492,1.0284285347512427,-0.050770774,7.3166065
5.317574,6.008209228515625,-10.379693,-259.671875,-8.090747668522289e-06,-8595297280.0,35.90769719954301,0.6312119294925651,1.0277189864375726,1.028433326711046,-0.04648516,7.533039
7.09784,4.88622522354126,-10.560489,-237.59375,-8.652423004256424e-06,-9068365824.0,35.90450721563295,0.6295589295659738,1.0276322701597602,1.0284363685770237,-0.050604083,7.6535544
5.7937922,6.558017730712891,-7.8389187,62.2265625,-1.0736489957797358e-05,-8468793344.0,35.90337448711543,0.6371606532599495,1.0275879322997925,1.0284367756640658,-0.03093524,8.348739
6.5732284,6.382503032684326,-11.804175,-193.9765625,-1.0360573753673884e-05,-8594633728.0,35.903181307691625,0.6388241368676972,1.0275881876790427,1.0284344888748007,-0.056574695,7.4665465
5.6049666,5.864063262939453,-12.796641,-348.53125,-1.432469147950606e-05,-8548689408.0,35.90910745467942,0.6618443158331502,1.0276673581542035,1.0284366222138102,-0.06481695,7.7196846
7.2117105,6.007388591766357,-8.398234,-310.7109375,-4.184267117390658e-06,-7085249536.0,35.91390859125813,0.619777991589217,1.0276050710581182,1.0284370785063883,-0.020419922,7.8603044
6.6200314,5.328859806060791,-9.082481,588.1171875,-8.139203386060078e-06,-6814355968.0,35.91773525504179,0.589024272495711,1.0275862321136444,1.0284233037461623,-0.04495744,7.423266
4.680849,5.019731044769287,-7.901167,320.59375,-1.0131582871973757e-05,-6865050112.0,35.91601725142132,0.5599016969408694,1.027603603475462,1.0284012452084967,-0.029761957,8.093303
6.365499,6.14118766784668,-10.854634,-50.21875,-1.647426487851462e-05,-5740756480.0,35.91700025060688,0.6135436294880492,1.0277549806164532,1.0284019898861012,-0.040875435,8.37896
6.222407,4.70278263092041,-11.538017,207.5703125,-2.6716683120531035e-06,-5562878464.0,35.91982666528194,0.6221765651165091,1.0277485454954751,1.028415211718133,-0.06341925,7.906576
7.0785804,5.972095012664795,-10.797749,-379.875,-1.2632936751568593e-05,-5238728704.0,35.92119996615467,0.6229182278821099,1.0277546103892288,1.028420877456665,-0.04415427,7.0227046
7.6432247,7.446320056915283,-10.207963,-62.5546875,-9.830994828325604e-06,-7266401792.0,35.92321669901372,0.6195184641759018,1.0277605010726587,1.0284324014440496,-0.061003294,6.913513
8.56139,7.35396146774292,-9.831853,362.125,-1.232289943737284e-05,-9923146752.0,35.9280979343779,0.6186260257309186,1.027799341494475,1.0284423736815758,-0.048559442,6.3096642
6.077996,6.211458683013916,-11.408084,-227.7578125,-7.67249424102402e-06,-10201566208.0,35.92582364538227,0.5975884250874515,1.027784253765897,1.028441741872341,-0.05775622,6.231199
6.1639934,5.840042591094971,-8.369528,-243.75,-1.1192628217542552e-05,-9565234176.0,35.9239168191757,0.6145694844174917,1.0278213959399278,1.0284466010458926,-0.038176015,5.8559
6.0129566,6.464815139770508,-10.022922,114.765625,-1.4491939221593398e-05,-7907314688.0,35.92054055581105,0.6421276486835268,1.027889470017053,1.0284499226732458,-0.03713165,5.7583675
5.908382,6.378864288330078,-11.340848,-404.8125,-7.503255377887252e-06,-11139179520.0,35.91418519130973,0.641396933630555,1.027841735419219,1.028459267920636,-0.05557892,6.372967
5.628096,4.481638431549072,-11.288152,-631.328125,-2.6386125332374755e-06,-10186532864.0,35.90489865088648,0.620002661135004,1.0277240353871169,1.0284648895263673,-0.0541359,7.4676538
5.2013803,4.593921184539795,-8.477569,-316.296875,-1.4430676244766382e-05,-6961191936.0,35.90057012277056,0.6542031414125328,1.0277032304585465,1.0284636753670713,-0.03795232,7.848064
6.2338605,5.91288948059082,-8.437814,97.1015625,-7.149813242126186e-06,-6889730048.0,35.902227160234474,0.6505474889060375,1.0276485070949648,1.028457919841117,-0.028598726,8.2754
5.8164654,5.281308650970459,-9.560342,-333.5078125,-5.571787522354524e-06,-7032236544.0,35.90492382591701,0.6337055954215126,1.027575237237341,1.028444882149392,-0.036766198,8.923133
6.709446,5.038188457489014,-10.500457,-203.1484375,-7.060738846943895e-06,-6385117696.0,35.91059101706019,0.6102837048310903,1.0275685816276363,1.0284322487547042,-0.039089482,8.966761
7.9155273,6.1631178855896,-11.11164,-151.8359375,-1.2642428335484894e-05,-6292158976.0,35.913417589448834,0.6224682087795372,1.0276213419146654,1.028418577478287,-0.042429104,9.0034075
7.330997,6.024185180664063,-11.625603,17.3125,-8.798058646208952e-06,-6897290752.0,35.917822135511294,0.6165156534195072,1.0276646820025714,1.0284183722861269,-0.05004536,8.646241
7.23608,6.633180141448975,-8.517343,-162.96875,-1.2700931777994506e-05,-9016175616.0,35.920671103228585,0.6463965739403648,1.0276992258017623,1.0284164063473966,-0.034452662,8.18557
6.7322288,6.616065979003906,-10.219174,129.8125,-1.2320547102648362e-05,-7880364544.0,35.924035843644646,0.6186081787539782,1.0277447862838345,1.028418976448952,-0.052874953,8.131619
7.0982385,6.502481937408447,-10.154889,-16.40625,-9.222048625197604e-06,-9547357184.0,35.92668808338254,0.6309774770161312,1.0277459759537766,1.0284279721848508,-0.051010102,7.681091
7.135221,6.939012050628662,-11.049515,-319.3515625,-9.11839272057549e-06,-7973842432.0,35.93274550721319,0.6410665002719421,1.027788732594591,1.0284414704809797,-0.0492387,7.0590806
6.556169,6.097402572631836,-10.186744,91.90625,-4.782953087284717e-06,-7916930048.0,35.93323250704034,0.6279200509294848,1.0277499180983722,1.028451392244785,-0.04551302,6.360367
6.233111,5.844512939453125,-8.944827,182.2265625,-1.2129963429476504e-05,-9940696064.0,35.9331019891941,0.632957327591915,1.0276633285410035,1.0284463978828269,-0.040076256,5.736898
5.372017,5.907407283782959,-10.257967,-170.140625,-4.444189996188175e-06,-8646676480.0,35.92854908393643,0.6237936546312994,1.0276516244663456,1.0284344105010337,-0.04773338,6.6287036
5.9657288,5.789764404296875,-13.396329,-176.890625,-9.361843073150096e-06,-7630649344.0,35.93174505110551,0.6302442436929899,1.0276701188668973,1.0284347285615636,-0.064976394,7.7175307
6.136423,5.673919677734375,-10.16588,79.171875,-1.1084875596877256e-05,-9836238848.0,35.937254863808015,0.6215219859532226,1.027699151417104,1.0284312727603506,-0.046753038,8.170482
7.550625,7.022911071777344,-8.939039,-245.78125,-1.0545780375254044e-05,-5909036032.0,35.938179094970074,0.6133310115613616,1.027655223763086,1.0284137918594036,-0.046864584,7.079645
7.0504107,5.384913921356201,-11.639267,-92.3046875,-9.152352100595369e-06,-5833261056.0,35.937820148714444,0.6198236805885244,1.0276445501703555,1.0284139169023392,-0.05788756,6.4350476
7.4727235,7.51982831954956,-9.21034,-142.6796875,-1.0674187527056253e-05,-8770053120.0,35.934757587521574,0.6360282619637777,1.027669603747081,1.0284130806618548,-0.039984837,6.823002
5.433016,5.725679397583008,-11.015736,560.28125,-9.468433336963251e-06,-9116998656.0,35.93388539198449,0.6144933147067301,1.027605270224858,1.0284117587069248,-0.06165819,7.251057
5.740483,5.048287868499756,-10.344454,246.4140625,-1.189924285314495e-05,-8127220224.0,35.934891811636994,0.6249646748819941,1.0276144205070123,1.0284020855071696,-0.053418603,6.727062
5.155844,6.1162543296813965,-9.739188,-31.078125,-1.1501846000751416e-05,-6441304576.0,35.93702390212421,0.621462695596468,1.027626477363633,1.0283971312198232,-0.05926637,7.438902
5.8792706,5.433254241943359,-9.084929,-338.6640625,-4.5752141795610565e-06,-5563091456.0,35.944713158816946,0.6161686501248672,1.0276689980088212,1.0284063712079474,-0.03625152,6.8642254
7.1615577,6.899208545684815,-9.961636,-77.7265625,-1.551350590154646e-05,-4666078208.0,35.95005030471841,0.6355315025678768,1.0276909737083,1.0284096509852307,-0.053694133,7.2763333
8.248407,6.541266918182373,-12.224093,-30.546875,-1.0566440533105947e-05,-6864286208.0,35.949981492311146,0.6166436901506435,1.0276794419056032,1.0284092154908688,-0.06820875,6.5795236
7.5323315,7.752060413360596,-10.149011,69.7734375,-1.5532215399613808e-05,-8904943616.0,35.95117561084047,0.6528880781588668,1.0277652733209657,1.028418572659188,-0.050062828,6.877748
7.281873,6.806930065155029,-8.553958,325.515625,-6.917532722068496e-06,-7448880128.0,35.9493943739307,0.6197225653916879,1.0277444070916837,1.0284267027327354,-0.04486407,6.2996964
6.4428077,6.153947353363037,-11.4443865,-431.03125,-8.803535763924057e-06,-9323867136.0,35.94819341457475,0.6145304571467326,1.0276586842246171,1.0284272341018028,-0.062418275,6.081178
5.8957787,6.197910785675049,-10.992242,-431.609375,-9.441864725298416e-06,-8212460544.0,35.94397982023175,0.6338059110494214,1.0276558779604066,1.0284270776079056,-0.05126963,7.1278443
7.5897737,6.529286861419678,-9.185843,218.8046875,-1.1164397593619097e-05,-7093103616.0,35.94237717423944,0.6372156163603601,1.0276837281095303,1.0284295109992332,-0.042262323,6.9668736
6.8374534,6.178112030029297,-8.6132555,-26.84375,-7.74049099285566e-06,-8284659200.0,35.93935375558622,0.6309880242109406,1.0275890674532913,1.0284220637159145,-0.036129754,6.912784
6.6260743,6.5074896812438965,-10.568159,78.9296875,-7.934392564482143e-06,-9130107904.0,35.93854791803877,0.6212277242229902,1.0275934125349773,1.0284111649432082,-0.053026464,7.511837
6.2088127,6.320114135742188,-9.08704,-114.484375,-1.3918152589243254e-05,-9173538816.0,35.9418822197335,0.6433833541838491,1.0276255324119474,1.0284117226905012,-0.041786447,7.7120824
6.6874237,6.084720134735107,-8.886977,182.75,-1.062281097556436e-05,-8300717056.0,35.946959325509475,0.6370572802061361,1.0277265046185595,1.0284159127702104,-0.033094354,5.9111047
5.8263955,6.031196117401123,-8.913372,-252.8203125,-1.0998691123557755e-05,-10147633152.0,35.94926016952948,0.6195752338220094,1.0277041560266076,1.0284164000064768,-0.045854025,5.695093
6.2803054,5.284189701080322,-10.70987,-325.46875,-1.2538464367484904e-05,-8379491840.0,35.95180848587391,0.6483883444919533,1.0277620377094765,1.028424343910623,-0.04175455,5.4035316
6.5206046,5.9310622215271,-10.651897,508.8125,-1.1587164680998633e-05,-9289075712.0,35.95133759254633,0.6463118687679525,1.0277402105370188,1.028435683757701,-0.04055055,6.258635
5.6697927,6.228108882904053,-10.962905,285.7578125,-1.1675468402511508e-05,-7219542528.0,35.94950621257457,0.6335002582897383,1.02764068749862,1.0284320909926232,-0.047107868,6.3576274
4.1547413,4.424726486206055,-11.516182,-473.8359375,-5.307996596752743e-06,-9097217024.0,35.94711297796678,0.6195883766043456,1.027626424058666,1.0284283204281583,-0.049028907,7.209652
7.001509,5.369813919067383,-11.14845,-126.4296875,-1.509592358555602e-05,-5558143488.0,35.949736829259905,0.6460751440426975,1.0276894705082342,1.0284327278745935,-0.05240883,7.184736
